source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell subclass]	characteristics[activation encounter]	characteristics[activation state]	characteristics[individual]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD004352-Sample-84	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-85	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-86	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-87	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-88	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-89	Homo sapiens	blood	monocyte	classical monocyte	controlCTR	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-90	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-91	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_01_150823025656.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-92	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-93	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_02_150823052820.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-94	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-95	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_03_150823080036.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-96	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-97	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_04_150823103256.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-98	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-99	Homo sapiens	blood	monocyte	classical monocyte	lipopolysaccharideLPS	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LPS_05_150823130511.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-100	Homo sapiens	blood	monocyte	classical monocyte	lipoteichoic acidLTA	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-101	Homo sapiens	blood	monocyte	classical monocyte	lipoteichoic acidLTA	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-102	Homo sapiens	blood	monocyte	classical monocyte	lipoteichoic acidLTA	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-103	Homo sapiens	blood	monocyte	classical monocyte	lipoteichoic acidLTA	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-104	Homo sapiens	blood	monocyte	classical monocyte	lipoteichoic acidLTA	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_LTA_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-105	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-106	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-107	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-108	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-109	Homo sapiens	blood	monocyte	classical monocyte	PIC	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOclassical_PIC_04_150824192822.raw	1	2	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
